experiment_information_key.keys,experiment_information_key.rt,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,comprehension_continue_key.keys,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_1.ran,Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,A vizsgálat feltételeibe (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) beleegyezem (igen/nem).,Az adatkezelési feltételeket (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) elfogadom (igen/nem).,Nem*,Kor*,Oktatás éve (oktatási intézményben eltöltött összes évek száma)*,date,expName,psychopyVersion,OS,frameRate,lab_key.keys,lab_key.rt,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_3_key.keys,enc_instructions_3_key.rt,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,comprehension_questions_2.ran,enc_fx_key.keys,enc_trial_key.keys,enc_trial_key.rt,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_practice_trials.ran,Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,end_practice_key.keys,end_practice_key.rt,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,enc_trials.ran,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,enc_fx_key.rt,comprehension_enc_run.thisRepN,comprehension_enc_run.thisTrialN,comprehension_enc_run.thisN,comprehension_enc_run.thisIndex,comprehension_enc_run.ran,enc_run_end_key.keys,enc_run_end_key.rt,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_runs.ran,comprehension_continue_key.rt,inter_task_break_key.keys,inter_task_break_key.rt,rec_instructions_1_key.keys,rec_instructions_1_key.rt,rec_instructions_2_key.keys,rec_instructions_2_key.rt,rec_instructions_3_key.keys,rec_instructions_3_key.rt,rec_instructions_4_key.keys,rec_instructions_4_key.rt,comprehension_questions_3.thisRepN,comprehension_questions_3.thisTrialN,comprehension_questions_3.thisN,comprehension_questions_3.thisIndex,comprehension_questions_3.ran,demo_key.keys,demo_key.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,DemoImage,DemoX,DemoY,InPractice,DemoText,demo_end_key.keys,demo_end_key.rt,rec_fx_key.keys,rec_trial_key.keys,rec_trial_key.rt,rec_practice_trials.thisRepN,rec_practice_trials.thisTrialN,rec_practice_trials.thisN,rec_practice_trials.thisIndex,rec_practice_trials.ran,BlockNr,Filler,rec_practice_blocks.thisRepN,rec_practice_blocks.thisTrialN,rec_practice_blocks.thisN,rec_practice_blocks.thisIndex,rec_practice_blocks.ran,rec_trials.thisRepN,rec_trials.thisTrialN,rec_trials.thisN,rec_trials.thisIndex,rec_trials.ran,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,rec_blocks.thisRepN,rec_blocks.thisTrialN,rec_blocks.thisN,rec_blocks.thisIndex,rec_blocks.ran,end_rec_run_key.keys,end_rec_run_key.rt,rec_runs.thisRepN,rec_runs.thisTrialN,rec_runs.thisN,rec_runs.thisIndex,rec_runs.ran,rec_fx_key.rt,comprehension_end.thisRepN,comprehension_end.thisTrialN,comprehension_end.thisN,comprehension_end.thisIndex,comprehension_end.ran,end_experiment_key.keys,end_experiment_key.rt
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,1.120765,,,,,,,,BL,0,stimuli/fractals/57a.jpg,212.1320344,212.1320344,3000,,,,0,83,83,83,1,84,1,0,stimuli/fractals/57a.jpg,stimuli/fractals/57c.jpg,stimuli/fractals/57b.jpg,212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,k,1,10.809835,,,,,,,"Mit gondol, ebben a körben milyen arányban tudott figyelni a képekre? Kérjük, válaszoljon őszintén. Válasza a vizsgálat bejefezésével járó jutalom (kredit, ajándékutalvány) értékét nem befolyásolja.",D: 0-24%    F: 25-49%    J: 50-74%    K: 75-100%,k,Köszönjük!,"Kevesebb, mint 75%-ban tudott a képekre figyelni.","Kérjük, próbáljon meg a továbbiakban figyelni a képekre. ",igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,k,1,4.56776,,,,,,,"Mit gondol, ebben a körben milyen arányban tudott figyelni a képek helyére? Kérjük, válaszoljon őszintén. Válasza a vizsgálat bejefezésével járó jutalom (kredit, ajándékutalvány) értékét nem befolyásolja.",D: 0-24%    F: 25-49%    J: 50-74%    K: 75-100%,k,Köszönjük!,"Kevesebb, mint 75%-ban tudott a képek helyszínére figyelni.","Kérjük, próbáljon meg a továbbiakban figyelni a képek helyszínére. ",igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,35.926085,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,2.2568,,,,,,,,LLP,1,stimuli/fractals/61a.jpg,0,300,500,,,,0,0,0,0,1,85,2,1,stimuli/fractals/61a.jpg,stimuli/fractals/61c.jpg,stimuli/fractals/61b.jpg,0,300,-212.1320344,212.1320344,212.1320344,212.1320344,0,-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,1.16345,,,,,,,,OLP,1,stimuli/fractals/43c.jpg,0,-300,3000,,,,0,1,1,1,1,86,2,2,stimuli/fractals/43c.jpg,stimuli/fractals/43a.jpg,stimuli/fractals/43b.jpg,0,-300,212.1320344,-212.1320344,-212.1320344,-212.1320344,-212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,1.186665,,,,,,,,LLP,2,stimuli/fractals/61a.jpg,-212.1320344,212.1320344,2000,,,,0,2,2,2,1,87,2,0,stimuli/fractals/61a.jpg,stimuli/fractals/61c.jpg,stimuli/fractals/61b.jpg,0,300,-212.1320344,212.1320344,212.1320344,212.1320344,0,-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,1.018075,,,,,,,,OLP,1,stimuli/fractals/56b.jpg,300,0,3000,,,,0,3,3,3,1,88,2,1,stimuli/fractals/56b.jpg,stimuli/fractals/56a.jpg,stimuli/fractals/56c.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,0.58928,,,,,,,,OLP,2,stimuli/fractals/43a.jpg,0,-300,3000,,,,0,4,4,4,1,89,2,0,stimuli/fractals/43c.jpg,stimuli/fractals/43a.jpg,stimuli/fractals/43b.jpg,0,-300,212.1320344,-212.1320344,-212.1320344,-212.1320344,-212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,1.097805,,,,,,,,OLP,2,stimuli/fractals/56a.jpg,300,0,4000,,,,0,5,5,5,1,90,2,0,stimuli/fractals/56b.jpg,stimuli/fractals/56a.jpg,stimuli/fractals/56c.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,1.47825,,,,,,,,ERP,1,stimuli/fractals/137a.jpg,212.1320344,212.1320344,3000,,,,0,6,6,6,1,91,2,3,stimuli/fractals/137a.jpg,stimuli/fractals/137b.jpg,stimuli/fractals/137c.jpg,212.1320344,212.1320344,0,300,300,0,-212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,1.25915,,,,,,,,ERP,1,stimuli/fractals/40c.jpg,0,-300,2000,,,,0,7,7,7,1,92,2,3,stimuli/fractals/40c.jpg,stimuli/fractals/40a.jpg,stimuli/fractals/40b.jpg,0,-300,-212.1320344,-212.1320344,212.1320344,-212.1320344,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,1.36093,,,,,,,,OLP,1,stimuli/fractals/141a.jpg,0,300,8000,,,,0,8,8,8,1,93,2,5,stimuli/fractals/141a.jpg,stimuli/fractals/141b.jpg,stimuli/fractals/141c.jpg,0,300,-212.1320344,212.1320344,212.1320344,212.1320344,0,-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,2.841175,,,,,,,,LLP,1,stimuli/fractals/106b.jpg,212.1320344,-212.1320344,1000,,,,0,9,9,9,1,94,2,5,stimuli/fractals/106b.jpg,stimuli/fractals/106c.jpg,stimuli/fractals/106a.jpg,212.1320344,-212.1320344,0,-300,300,0,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,2.88306,,,,,,,,ERP,2,stimuli/fractals/137a.jpg,212.1320344,212.1320344,500,,,,0,10,10,10,1,95,2,0,stimuli/fractals/137a.jpg,stimuli/fractals/137b.jpg,stimuli/fractals/137c.jpg,212.1320344,212.1320344,0,300,300,0,-212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,f,j,2.71982,,,,,,,,ERP,2,stimuli/fractals/40c.jpg,0,-300,2000,,,,0,11,11,11,1,96,2,0,stimuli/fractals/40c.jpg,stimuli/fractals/40a.jpg,stimuli/fractals/40b.jpg,0,-300,-212.1320344,-212.1320344,212.1320344,-212.1320344,0,300,0.27003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,j,j,1.934495,,,,,,,,LLP,1,stimuli/fractals/107c.jpg,-212.1320344,212.1320344,2000,,,,0,12,12,12,1,97,2,4,stimuli/fractals/107c.jpg,stimuli/fractals/107b.jpg,stimuli/fractals/107a.jpg,-212.1320344,212.1320344,-300,0,0,300,300,0,0.007925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,2.61691,,,,,,,,ERP,1,stimuli/fractals/113a.jpg,212.1320344,-212.1320344,6000,,,,0,13,13,13,1,98,2,4,stimuli/fractals/113a.jpg,stimuli/fractals/113b.jpg,stimuli/fractals/113c.jpg,212.1320344,-212.1320344,0,-300,300,0,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,1.296915,,,,,,,,OLP,2,stimuli/fractals/141b.jpg,0,300,4000,,,,0,14,14,14,1,99,2,0,stimuli/fractals/141a.jpg,stimuli/fractals/141b.jpg,stimuli/fractals/141c.jpg,0,300,-212.1320344,212.1320344,212.1320344,212.1320344,0,-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,0.90905,,,,,,,,LLP,2,stimuli/fractals/106b.jpg,0,-300,3000,,,,0,15,15,15,1,100,2,0,stimuli/fractals/106b.jpg,stimuli/fractals/106c.jpg,stimuli/fractals/106a.jpg,212.1320344,-212.1320344,0,-300,300,0,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,j,f,2.181425,,,,,,,,LLP,1,stimuli/fractals/6b.jpg,-212.1320344,212.1320344,6000,,,,0,16,16,16,1,101,2,2,stimuli/fractals/6b.jpg,stimuli/fractals/6a.jpg,stimuli/fractals/6c.jpg,-212.1320344,212.1320344,-300,0,0,300,300,0,3.528275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,1.388825,,,,,,,,LLP,2,stimuli/fractals/107c.jpg,-300,0,2000,,,,0,17,17,17,1,102,2,0,stimuli/fractals/107c.jpg,stimuli/fractals/107b.jpg,stimuli/fractals/107a.jpg,-212.1320344,212.1320344,-300,0,0,300,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,1.711525,,,,,,,,ERP,2,stimuli/fractals/113a.jpg,212.1320344,-212.1320344,1000,,,,0,18,18,18,1,103,2,0,stimuli/fractals/113a.jpg,stimuli/fractals/113b.jpg,stimuli/fractals/113c.jpg,212.1320344,-212.1320344,0,-300,300,0,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,1.28957,,,,,,,,LLP,2,stimuli/fractals/6b.jpg,-300,0,3000,,,,0,19,19,19,1,104,2,0,stimuli/fractals/6b.jpg,stimuli/fractals/6a.jpg,stimuli/fractals/6c.jpg,-212.1320344,212.1320344,-300,0,0,300,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,1.60937,,,,,,,,BL,0,stimuli/fractals/57a.jpg,212.1320344,212.1320344,1000,,,,0,20,20,20,1,105,2,0,stimuli/fractals/57a.jpg,stimuli/fractals/57c.jpg,stimuli/fractals/57b.jpg,212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,2.226355,,,,,,,,ERP,1,stimuli/fractals/132c.jpg,-300,0,1000,,,,0,21,21,21,1,106,2,4,stimuli/fractals/132c.jpg,stimuli/fractals/132b.jpg,stimuli/fractals/132a.jpg,-300,0,-212.1320344,212.1320344,-212.1320344,-212.1320344,212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,1.76609,,,,,,,,OLP,1,stimuli/fractals/65b.jpg,0,-300,1000,,,,0,22,22,22,1,107,2,5,stimuli/fractals/65b.jpg,stimuli/fractals/65a.jpg,stimuli/fractals/65c.jpg,0,-300,212.1320344,-212.1320344,-212.1320344,-212.1320344,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,1.274825,,,,,,,,LLP,1,stimuli/fractals/78a.jpg,-212.1320344,-212.1320344,5000,,,,0,23,23,23,1,108,2,5,stimuli/fractals/78a.jpg,stimuli/fractals/78c.jpg,stimuli/fractals/78b.jpg,-212.1320344,-212.1320344,-300,0,0,-300,212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,1.811245,,,,,,,,OLP,1,stimuli/fractals/4a.jpg,-300,0,2000,,,,0,24,24,24,1,109,2,2,stimuli/fractals/4a.jpg,stimuli/fractals/4c.jpg,stimuli/fractals/4b.jpg,-300,0,-212.1320344,-212.1320344,-212.1320344,212.1320344,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,2.169905,,,,,,,,ERP,1,stimuli/fractals/134b.jpg,300,0,1000,,,,0,25,25,25,1,110,2,4,stimuli/fractals/134b.jpg,stimuli/fractals/134a.jpg,stimuli/fractals/134c.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,2.73548,,,,,,,,ERP,2,stimuli/fractals/132c.jpg,-300,0,2000,,,,0,26,26,26,1,111,2,0,stimuli/fractals/132c.jpg,stimuli/fractals/132b.jpg,stimuli/fractals/132a.jpg,-300,0,-212.1320344,212.1320344,-212.1320344,-212.1320344,212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,f,2.138345,,,,,,,,OLP,2,stimuli/fractals/4c.jpg,-300,0,5000,,,,0,27,27,27,1,112,2,0,stimuli/fractals/4a.jpg,stimuli/fractals/4c.jpg,stimuli/fractals/4b.jpg,-300,0,-212.1320344,-212.1320344,-212.1320344,212.1320344,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,2.67306,,,,,,,,OLP,2,stimuli/fractals/65a.jpg,0,-300,1000,,,,0,28,28,28,1,113,2,0,stimuli/fractals/65b.jpg,stimuli/fractals/65a.jpg,stimuli/fractals/65c.jpg,0,-300,212.1320344,-212.1320344,-212.1320344,-212.1320344,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,j,j,2.54637,,,,,,,,LLP,2,stimuli/fractals/78a.jpg,-300,0,1000,,,,0,29,29,29,1,114,2,0,stimuli/fractals/78a.jpg,stimuli/fractals/78c.jpg,stimuli/fractals/78b.jpg,-212.1320344,-212.1320344,-300,0,0,-300,212.1320344,212.1320344,0.01519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,j,f,1.07972,,,,,,,,ERP,2,stimuli/fractals/134b.jpg,300,0,2000,,,,0,30,30,30,1,115,2,0,stimuli/fractals/134b.jpg,stimuli/fractals/134a.jpg,stimuli/fractals/134c.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-300,0,0.10605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,1.273885,,,,,,,,ERP,1,stimuli/fractals/112b.jpg,0,300,5000,,,,0,31,31,31,1,116,2,3,stimuli/fractals/112b.jpg,stimuli/fractals/112c.jpg,stimuli/fractals/112a.jpg,0,300,212.1320344,212.1320344,-212.1320344,212.1320344,0,-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,férfi,22,3,2020-05-15_13h33.24.375,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,j,1.95749,,,,,,,,LLP,1,stimuli/fractals/93b.jpg,0,300,6000,,,,0,32,32,32,1,117,2,1,stimuli/fractals/93b.jpg,stimuli/fractals/93c.jpg,stimuli/fractals/93a.jpg,0,300,212.1320344,212.1320344,-212.1320344,212.1320344,-212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
