experiment_information_key.keys,experiment_information_key.rt,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,comprehension_continue_key.keys,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_1.ran,Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,A vizsgálat feltételeibe (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) beleegyezem (igen/nem).,Az adatkezelési feltételeket (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) elfogadom (igen/nem).,Nem*,Kor*,Oktatás éve (oktatási intézményben eltöltött összes évek száma)*,date,expName,psychopyVersion,OS,frameRate,lab_key.keys,lab_key.rt,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_3_key.keys,enc_instructions_3_key.rt,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,comprehension_questions_2.ran,enc_fx_key.keys,enc_trial_key.keys,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_practice_trials.ran,Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,enc_trial_key.rt,end_practice_key.keys,end_practice_key.rt,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,enc_trials.ran,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,comprehension_enc_run.thisRepN,comprehension_enc_run.thisTrialN,comprehension_enc_run.thisN,comprehension_enc_run.thisIndex,comprehension_enc_run.ran,comprehension_continue_key.rt,enc_run_end_key.keys,enc_run_end_key.rt,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_runs.ran,inter_task_break_key.keys,inter_task_break_key.rt,rec_instructions_1_key.keys,rec_instructions_1_key.rt,rec_instructions_2_key.keys,rec_instructions_2_key.rt,rec_instructions_3_key.keys,rec_instructions_3_key.rt,rec_instructions_4_key.keys,rec_instructions_4_key.rt,comprehension_questions_3.thisRepN,comprehension_questions_3.thisTrialN,comprehension_questions_3.thisN,comprehension_questions_3.thisIndex,comprehension_questions_3.ran,demo_key.keys,demo_key.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,DemoImage,DemoX,DemoY,InPractice,DemoText,demo_end_key.keys,demo_end_key.rt,rec_fx_key.keys,rec_trial_key.keys,rec_practice_trials.thisRepN,rec_practice_trials.thisTrialN,rec_practice_trials.thisN,rec_practice_trials.thisIndex,rec_practice_trials.ran,BlockNr,Filler,rec_trial_key.rt,rec_practice_blocks.thisRepN,rec_practice_blocks.thisTrialN,rec_practice_blocks.thisN,rec_practice_blocks.thisIndex,rec_practice_blocks.ran,rec_trials.thisRepN,rec_trials.thisTrialN,rec_trials.thisN,rec_trials.thisIndex,rec_trials.ran,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,rec_blocks.thisRepN,rec_blocks.thisTrialN,rec_blocks.thisN,rec_blocks.thisIndex,rec_blocks.ran,end_rec_run_key.keys,end_rec_run_key.rt,rec_runs.thisRepN,rec_runs.thisTrialN,rec_runs.thisN,rec_runs.thisIndex,rec_runs.ran,rec_fx_key.rt,comprehension_end.thisRepN,comprehension_end.thisTrialN,comprehension_end.thisN,comprehension_end.thisIndex,comprehension_end.ran,end_experiment_key.keys,end_experiment_key.rt
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,OBJ,LURE,,stimuli/fractals/84c.jpg,-300,0,1000,,,,,,,,,,47,,,stimuli/fractals/84b.jpg,stimuli/fractals/84a.jpg,stimuli/fractals/84c.jpg,-300,0,-212.1320344,-212.1320344,-212.1320344,212.1320344,212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,,,,,,3,,1.600755,,,,,,0,10,10,10,1,53,OLP,stimuli/fractals/84b.jpg,-300,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,OBJ,LURE,,stimuli/fractals/128a.jpg,300,0,1000,,,,,,,,,,48,,,stimuli/fractals/128b.jpg,stimuli/fractals/128c.jpg,stimuli/fractals/128a.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,,,,3,,1.90322,,,,,,0,11,11,11,1,54,OLP,stimuli/fractals/128b.jpg,300,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,OBJ,FOIL,,stimuli/fractals/74c.jpg,0,300,3000,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,,,,,,3,,2.240075,,,,,,0,12,12,12,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,OBJ,FOIL,,stimuli/fractals/32b.jpg,,,2000,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,0,13,13,13,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,OBJ,LURE,,stimuli/fractals/118c.jpg,-300,0,3000,,,,,,,,,,51,,,stimuli/fractals/118b.jpg,stimuli/fractals/118a.jpg,stimuli/fractals/118c.jpg,-300,0,-212.1320344,212.1320344,-212.1320344,-212.1320344,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,,,,,,3,,1.916635,,,,,,0,14,14,14,1,79,ERP,stimuli/fractals/118b.jpg,-300,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,OBJ,LURE,,stimuli/fractals/138c.jpg,212.1320344,212.1320344,1000,,,,,,,,,,52,,,stimuli/fractals/138a.jpg,stimuli/fractals/138b.jpg,stimuli/fractals/138c.jpg,212.1320344,212.1320344,0,300,300,0,-212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,,,,3,,1.731375,,,,,,0,15,15,15,1,64,OLP,stimuli/fractals/138a.jpg,212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,OBJ,LURE,,stimuli/fractals/137c.jpg,212.1320344,212.1320344,2000,,,,,,,,,,53,,,stimuli/fractals/137a.jpg,stimuli/fractals/137b.jpg,stimuli/fractals/137c.jpg,212.1320344,212.1320344,0,300,300,0,-212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,,,,3,,0.973845,,,,,,0,16,16,16,1,91,ERP,stimuli/fractals/137a.jpg,212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,OBJ,LURE,,stimuli/fractals/143c.jpg,212.1320344,212.1320344,3000,,,,,,,,,,54,,,stimuli/fractals/143a.jpg,stimuli/fractals/143b.jpg,stimuli/fractals/143c.jpg,212.1320344,212.1320344,0,300,300,0,0,-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,,,,,,3,,1.37102,,,,,,0,17,17,17,1,65,OLP,stimuli/fractals/143a.jpg,212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,LOC,LURE,,stimuli/fractals/127b.jpg,-212.1320344,212.1320344,2000,,,,,,,,,,55,,,stimuli/fractals/127b.jpg,stimuli/fractals/127c.jpg,stimuli/fractals/127a.jpg,0,300,212.1320344,212.1320344,-212.1320344,212.1320344,0,-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,j,,,,,,4,,1.98015,,,,,,0,0,0,0,1,118,LLP,stimuli/fractals/127b.jpg,0,300,,,,,,,,,,,,,1.546545,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,LOC,LURE,,stimuli/fractals/55c.jpg,212.1320344,-212.1320344,4000,,,,,,,,,,56,,,stimuli/fractals/55c.jpg,stimuli/fractals/55a.jpg,stimuli/fractals/55b.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,,,,4,,2.138295,,,,,,0,1,1,1,1,68,OLP,stimuli/fractals/55c.jpg,300,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,LOC,LURE,,stimuli/fractals/40c.jpg,212.1320344,-212.1320344,4000,,,,,,,,,,57,,,stimuli/fractals/40c.jpg,stimuli/fractals/40a.jpg,stimuli/fractals/40b.jpg,0,-300,-212.1320344,-212.1320344,212.1320344,-212.1320344,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,,,,4,,3.060825,,,,,,0,2,2,2,1,92,ERP,stimuli/fractals/40c.jpg,0,-300,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,LOC,FOIL,,stimuli/fractals/44c.jpg,0,-300,1000,,,,,,,,,,58,,,stimuli/fractals/44c.jpg,stimuli/fractals/44b.jpg,stimuli/fractals/44a.jpg,-212.1320344,212.1320344,0,300,-300,0,0,-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,,,,,,4,,1.521515,,,,,,0,3,3,3,1,70,OLP,stimuli/fractals/44c.jpg,-212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,LOC,FOIL,,stimuli/fractals/14c.jpg,212.1320344,212.1320344,5000,,,,,,,,,,59,,,stimuli/fractals/14c.jpg,stimuli/fractals/14b.jpg,stimuli/fractals/14a.jpg,0,-300,-212.1320344,-212.1320344,212.1320344,-212.1320344,212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,,,,,,4,,2.593265,,,,,,0,4,4,4,1,121,LLP,stimuli/fractals/14c.jpg,0,-300,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,LOC,LURE,,stimuli/fractals/129b.jpg,-212.1320344,-212.1320344,3000,,,,,,,,,,60,,,stimuli/fractals/129b.jpg,stimuli/fractals/129a.jpg,stimuli/fractals/129c.jpg,-300,0,-212.1320344,212.1320344,-212.1320344,-212.1320344,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,,,,,,4,,3.79595,,,,,,0,5,5,5,1,76,OLP,stimuli/fractals/129b.jpg,-300,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,LOC,TARGET,,stimuli/fractals/38a.jpg,212.1320344,-212.1320344,1000,,,,,,,,,,61,,,stimuli/fractals/38a.jpg,stimuli/fractals/38b.jpg,stimuli/fractals/38c.jpg,212.1320344,-212.1320344,0,-300,300,0,-212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,,,,,,4,,1.626685,,,,,,0,6,6,6,1,130,LLP,stimuli/fractals/38a.jpg,212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,LOC,TARGET,,stimuli/fractals/116b.jpg,212.1320344,212.1320344,1000,,,,,,,,,,62,,,stimuli/fractals/116b.jpg,stimuli/fractals/116c.jpg,stimuli/fractals/116a.jpg,212.1320344,212.1320344,0,300,300,0,0,-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,,,,4,,1.462745,,,,,,0,7,7,7,1,78,OLP,stimuli/fractals/116b.jpg,212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,LOC,FOIL,,stimuli/fractals/28b.jpg,212.1320344,-212.1320344,1000,,,,,,,,,,63,,,stimuli/fractals/28b.jpg,stimuli/fractals/28c.jpg,stimuli/fractals/28a.jpg,-212.1320344,212.1320344,0,300,-300,0,212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,,,,4,,2.643715,,,,,,0,8,8,8,1,131,LLP,stimuli/fractals/28b.jpg,-212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,LOC,LURE,,stimuli/fractals/43c.jpg,-212.1320344,-212.1320344,1000,,,,,,,,,,64,,,stimuli/fractals/43c.jpg,stimuli/fractals/43a.jpg,stimuli/fractals/43b.jpg,0,-300,212.1320344,-212.1320344,-212.1320344,-212.1320344,-212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,,,,,,4,,2.243895,,,,,,0,9,9,9,1,86,OLP,stimuli/fractals/43c.jpg,0,-300,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,LOC,LURE,,stimuli/fractals/56b.jpg,212.1320344,-212.1320344,2000,,,,,,,,,,65,,,stimuli/fractals/56b.jpg,stimuli/fractals/56a.jpg,stimuli/fractals/56c.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,,,,,,4,,2.768445,,,,,,0,10,10,10,1,88,OLP,stimuli/fractals/56b.jpg,300,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,LOC,TARGET,,stimuli/fractals/141a.jpg,0,300,1000,,,,,,,,,,66,,,stimuli/fractals/141a.jpg,stimuli/fractals/141b.jpg,stimuli/fractals/141c.jpg,0,300,-212.1320344,212.1320344,212.1320344,212.1320344,0,-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,,,,4,,2.764615,,,,,,0,11,11,11,1,93,OLP,stimuli/fractals/141a.jpg,0,300,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,LOC,LURE,,stimuli/fractals/113a.jpg,300,0,4000,,,,,,,,,,67,,,stimuli/fractals/113a.jpg,stimuli/fractals/113b.jpg,stimuli/fractals/113c.jpg,212.1320344,-212.1320344,0,-300,300,0,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,,,,,,4,,1.436575,,,,,,0,12,12,12,1,98,ERP,stimuli/fractals/113a.jpg,212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,LOC,LURE,,stimuli/fractals/132c.jpg,-212.1320344,-212.1320344,2000,,,,,,,,,,68,,,stimuli/fractals/132c.jpg,stimuli/fractals/132b.jpg,stimuli/fractals/132a.jpg,-300,0,-212.1320344,212.1320344,-212.1320344,-212.1320344,212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,,,,4,,3.0467,,,,,,0,13,13,13,1,106,ERP,stimuli/fractals/132c.jpg,-300,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,LOC,LURE,,stimuli/fractals/134b.jpg,212.1320344,-212.1320344,3000,,,,,,,,,,69,,,stimuli/fractals/134b.jpg,stimuli/fractals/134a.jpg,stimuli/fractals/134c.jpg,300,0,212.1320344,212.1320344,212.1320344,-212.1320344,-300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,,,,4,,3.050755,,,,,,0,14,14,14,1,110,ERP,stimuli/fractals/134b.jpg,300,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,LOC,TARGET,,stimuli/fractals/65b.jpg,0,-300,500,,,,,,,,,,70,,,stimuli/fractals/65b.jpg,stimuli/fractals/65a.jpg,stimuli/fractals/65c.jpg,0,-300,212.1320344,-212.1320344,-212.1320344,-212.1320344,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,,,,,,4,,1.57235,,,,,,0,15,15,15,1,107,OLP,stimuli/fractals/65b.jpg,0,-300,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,LOC,TARGET,,stimuli/fractals/86c.jpg,300,0,1000,,,,,,,,,,71,,,stimuli/fractals/86c.jpg,stimuli/fractals/86b.jpg,stimuli/fractals/86a.jpg,300,0,212.1320344,-212.1320344,212.1320344,212.1320344,-212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,,,,,,4,,2.24909,,,,,,0,16,16,16,1,138,LLP,stimuli/fractals/86c.jpg,300,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,LOC,FOIL,,stimuli/fractals/4a.jpg,300,0,2000,,,,,,,,,,72,,,stimuli/fractals/4a.jpg,stimuli/fractals/4c.jpg,stimuli/fractals/4b.jpg,-300,0,-212.1320344,-212.1320344,-212.1320344,212.1320344,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,,,,,,4,,1.76493,,,,,,0,17,17,17,1,109,OLP,stimuli/fractals/4a.jpg,-300,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,13.789065,1,0,1,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,OBJ,LURE,,stimuli/fractals/36a.jpg,-212.1320344,212.1320344,1000,,,,,,,,,,73,,,stimuli/fractals/36b.jpg,stimuli/fractals/36c.jpg,stimuli/fractals/36a.jpg,-212.1320344,212.1320344,-300,0,0,300,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,,,,,,5,,2.35878,,,,,,0,0,0,0,1,128,OLP,stimuli/fractals/36b.jpg,-212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,OBJ,FOIL,,stimuli/fractals/72a.jpg,,,2000,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,0,1,1,1,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,OBJ,TARGET,,stimuli/fractals/112b.jpg,0,300,500,,,,,,,,,,75,,,stimuli/fractals/112b.jpg,stimuli/fractals/112c.jpg,stimuli/fractals/112a.jpg,0,300,212.1320344,212.1320344,-212.1320344,212.1320344,0,-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,,,,,,5,,2.108205,,,,,,0,2,2,2,1,116,ERP,stimuli/fractals/112b.jpg,0,300,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,OBJ,TARGET,,stimuli/fractals/99a.jpg,0,300,1000,,,,,,,,,,76,,,stimuli/fractals/99a.jpg,stimuli/fractals/99b.jpg,stimuli/fractals/99c.jpg,0,300,212.1320344,212.1320344,-212.1320344,212.1320344,0,-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,,,,5,,1.54326,,,,,,0,3,3,3,1,123,ERP,stimuli/fractals/99a.jpg,0,300,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,OBJ,FOIL,,stimuli/fractals/89a.jpg,-212.1320344,-212.1320344,4000,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,,,,,,5,,1.2106,,,,,,0,4,4,4,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,OBJ,FOIL,,stimuli/fractals/124a.jpg,-300,0,1000,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,,,,,,5,,2.126025,,,,,,0,5,5,5,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,OBJ,LURE,,stimuli/fractals/16b.jpg,-300,0,2000,,,,,,,,,,79,,,stimuli/fractals/16a.jpg,stimuli/fractals/16c.jpg,stimuli/fractals/16b.jpg,-300,0,-212.1320344,-212.1320344,-212.1320344,212.1320344,212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,,,,,,5,,1.565285,,,,,,0,6,6,6,1,139,LLP,stimuli/fractals/16a.jpg,-300,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,OBJ,FOIL,,stimuli/fractals/83b.jpg,-212.1320344,-212.1320344,1000,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,,,,,,5,,1.587985,,,,,,0,7,7,7,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,igen,igen,nő,21,15,2020-05-15_11h21.05.732,terkepesz_online,2020.1.0,Win32,60,,,,,,,,,,,,,,,,,,,,,,OBJ,LURE,,stimuli/fractals/94c.jpg,-212.1320344,212.1320344,3000,,,,,,,,,,81,,,stimuli/fractals/94a.jpg,stimuli/fractals/94b.jpg,stimuli/fractals/94c.jpg,-212.1320344,212.1320344,0,300,-300,0,0,-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,,,,5,,1.2868,,,,,,0,8,8,8,1,127,ERP,stimuli/fractals/94a.jpg,-212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,
